PERMIT_NUMBER,NAME,LOCATION_NAME,ADDRESS,LATITUDE,LONGITUDE,CITY_NAME,ZIP_CODE,CURRENT_GRADE,CURRENT_DEMERITS,SEARCH_TEXT
PR0012472,Oh My Sushii - Sushi Bar,Oh My Sushi,1000 S Rampart Blvd 16,36.1605051,-115.2899166,Las Vegas,89145-8531,A,8,Oh My Sushii - Sushi Bar Oh My Sushii  Sushi Bar
PR0012473,Oh My Sushi Restaurant,Oh My Sushi,1000 S Rampart Blvd 16,36.1605051,-115.2899166,Las Vegas,89145-8531,A,9,Oh My Sushi Restaurant Oh My Sushi Restaurant
PR0012476,SALE CENTER SNACK BAR 1,POLO TOWERS - SALE CENTER @ POLO TOWERS,3745 S Las Vegas Blvd,36.1068167,-115.1727547,Las Vegas,89109-4308,A,0,SALE CENTER SNACK BAR 1 SALE CENTER SNACK BAR 1
PR0012478,Pei Wei Asian Diner #45,Pei Wei Asian Diner,10830 W Charleston Blvd,36.1612,-115.3314012,Las Vegas,89135-1193,A,9,Pei Wei Asian Diner #45 Pei Wei Asian Diner 45
PR0012479,Pei Wei Asian Diner #28,Pei Wei Asian Diner,1311 W Sunset Rd,36.063493,-115.040996,Henderson,89014-6765,A,3,Pei Wei Asian Diner #28 Pei Wei Asian Diner 28
PR0012480,Pei Wei Asian Diner Restaurant #97,Pei Wei Asian Diner,10575 S Eastern Ave,35.999413,-115.105389,Henderson,89052-5017,A,6,Pei Wei Asian Diner Restaurant #97 Pei Wei Asian Diner Restaurant 97
PR0012481,East Las Vegas Communit Center Kitchen,East Las Vegas Community Center,250 N Eastern Ave,36.165798,-115.113897,Las Vegas,89101-4561,A,3,East Las Vegas Communit Center Kitchen East Las Vegas Communit Center Kitchen
PR0012483,Vegas Express Sushi,Smith's - Vegas Express Sushi,3850 E Flamingo Rd,36.116399,-115.090554,Las Vegas,89121-6227,A,6,Vegas Express Sushi Vegas Express Sushi
PR0012484,Vegas Express Sushi,Vegas Express Sushi - Smith's,10100 W Tropicana Ave,36.1002484,-115.3128559,Las Vegas,89147-8459,A,0,Vegas Express Sushi Vegas Express Sushi
PR0012485,LEE14 @ SMITH'S,LEE14,9851 W CHARLESTON,36.1577488,-115.3120745,Las Vegas,89117,A,0,LEE14 @ SMITH'S LEE14  SMITHS
PR0012486,Vegas Express Sushi,Smith's - Vegas Express Sushi,7130 N Durango Dr,36.2904949,-115.2879465,Las Vegas,89149-4466,A,6,Vegas Express Sushi Vegas Express Sushi
PR0012487,Vegas Express Sushi,Smith's - Vegas Express Sushi,4700 W Ann Rd,36.261718,-115.205225,North Las Vegas,89031-3463,A,0,Vegas Express Sushi Vegas Express Sushi
PR0012488,Vegas Express Sushi,Smith's - Vegas Express Sushi,6855 Aliante Pkwy,36.285337,-115.177536,North Las Vegas,89084-3195,A,10,Vegas Express Sushi Vegas Express Sushi
PR0012489,Vegas Express Sushi,Smith's - Vegas Express Sushi,2255 E Centennial Pkwy,36.276183,-115.119513,North Las Vegas,89081-5601,A,0,Vegas Express Sushi Vegas Express Sushi
PR0012491,Vegas Express Sushi,Smith's - Vegas Express Sushi,1000 N Green Valley Pkwy,36.027749,-115.085723,Henderson,89074-6170,X,46,Vegas Express Sushi Vegas Express Sushi
PR0012492,JFE SM 366,JFE SM 366,55 S Valle Verde Dr,36.025729,-115.0641114,Henderson,89012-3433,A,8,JFE SM 366 JFE SM 366
PR0012493,Vegas Express Sushi,Glazier's - Vegas Express Sushi,8525 W Warm Springs Rd,36.055381,-115.277337,Las Vegas,89113-3625,A,6,Vegas Express Sushi Vegas Express Sushi
PR0012494,Vegas Express Sushi,Vegas Express Sushi,7835 S Rainbow Blvd,36.045754,-115.243464,Las Vegas,89139-6455,A,3,Vegas Express Sushi Vegas Express Sushi
PR0012495,Vegas Express Sushi,Smith's - Vegas Express Sushi,8050 S Rainbow Blvd,36.042062,-115.243237,Las Vegas,89139-6477,O,7,Vegas Express Sushi Vegas Express Sushi
PR0012496,Rainbow Water Store,Rainbow Water Store,7835 S Rainbow Blvd,36.0458007,-115.2440943,Las Vegas,89139-6455,A,0,Rainbow Water Store Rainbow Water Store
PR0012498,Ks Mr Sushi,Ks Mr Sushi Inc- Smith's,10600 Southern Highlands Pkwy,35.9967288,-115.2054356,Las Vegas,89141-4368,A,0,Ks Mr Sushi Ks Mr Sushi
PR0012499,SUSHI TOWN - SMITH'S,SUSHI TOWN - SMITH'S,10616 S Eastern Ave,35.9995221,-115.1024048,Henderson,89052-2926,A,9,SUSHI TOWN - SMITH'S SUSHI TOWN  SMITHS
PR0012500,Jose's Catering #2,Jose's Catering,3308 Palomar St,36.215323,-115.103548,North Las Vegas,89030-4238,A,5,Jose's Catering #2 Joses Catering 2
PR0012502,Casa Di Amore,Casa Di Amore,2850 E Tropicana Ave,36.1003826,-115.1116708,Las Vegas,89121-7354,A,9,Casa Di Amore Casa Di Amore
PR0012503,Casa Di Amore Lounge,Casa Di Amore,2850 E Tropicana Ave,36.1003826,-115.1116708,Las Vegas,89121-7354,A,0,Casa Di Amore Lounge Casa Di Amore Lounge
PR0012504,ROBERTO'S TACO SHOP #15,ROBERTO'S TACO SHOP #15,1414 N Eastern Ave,36.1865513,-115.1164427,Las Vegas,89101-1553,A,3,ROBERTO'S TACO SHOP #15 ROBERTOS TACO SHOP 15
PR0012505,Pho Saigon 8,Pho Saigon 8,5650 Spring Mountain Rd,36.1259475,-115.2188254,Las Vegas,89146-8859,A,8,Pho Saigon 8 Pho Saigon 8
PR0012507,Timbers Bar,Timbers Bar & Grill #10,6330 E Lake Mead Blvd,36.196012,-115.034491,Las Vegas,89156-7002,A,10,Timbers Bar Timbers Bar
PR0012508,Deeznuts,Orleans Arena - Deeznuts,4500 W Tropicana Ave,36.1022441,-115.2009724,Las Vegas,89103-5420,A,3,Deeznuts Deeznuts
PR0012510,Deeznuts,Cashman Center,850 Las Vegas Blvd,36.1800444,-115.131106,Las Vegas,89101-2062,A,0,Deeznuts Deeznuts
PR0012511,Deeznuts - Coffee Cart,Cashman Center,850 Las Vegas Blvd,36.1800444,-115.131106,Las Vegas,89101-2062,A,0,Deeznuts - Coffee Cart Deeznuts  Coffee Cart
PR0012512,Deeznuts - Ice Cream,Cashman Center,850 Las Vegas Blvd,36.1800444,-115.131106,Las Vegas,89101-2062,A,3,Deeznuts - Ice Cream Deeznuts  Ice Cream
PR0012514,Deeznuts - Nuts,South Point Hotel - Deeznuts,9777 Las Vegas Blvd,36.0113363,-115.1741706,Las Vegas,89183-4013,A,0,Deeznuts - Nuts Deeznuts  Nuts
PR0012515,Deeznuts - Ice Cream Cart,South Point Hotel - Deeznuts,9777 Las Vegas Blvd,36.0113363,-115.1741706,Las Vegas,89183-4013,A,0,Deeznuts - Ice Cream Cart Deeznuts  Ice Cream Cart
PR0012516,MAYAN MEXICAN RESTAURANT BAR,MAYAN MEXICAN RESTAURANT,2797 S Maryland Pkwy,36.1387458,-115.1379559,Las Vegas,89109-5032,A,9,MAYAN MEXICAN RESTAURANT BAR MAYAN MEXICAN RESTAURANT BAR
PR0012518,Sweet Factory,Sweet Factory @ Galleria Mall,1300 W Sunset Rd,36.063823,-115.0404429,Henderson,89014-6620,A,0,Sweet Factory Sweet Factory
PR0012524,Tacos El Compita #3,Tacos El Compita #3,4455 E Tropicana Ave,36.1001012,-115.0768419,Las Vegas,89121-6759,A,9,Tacos El Compita #3 Tacos El Compita 3
PR0012525,Hofbrauhaus Restaurant,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,0,Hofbrauhaus Restaurant Hofbrauhaus Restaurant
PR0012526,HOFBRAUHAUS MAIN KITCHEN,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,3,HOFBRAUHAUS MAIN KITCHEN HOFBRAUHAUS MAIN KITCHEN
PR0012528,HOFBRAUHAUS BULK PREP KITCHEN,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,0,HOFBRAUHAUS BULK PREP KITCHEN HOFBRAUHAUS BULK PREP KITCHEN
PR0012529,HOFBRAUHAUS BAR,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,3,HOFBRAUHAUS BAR HOFBRAUHAUS BAR
PR0012530,HOFBRAUHAUS SERVICE BAR #1,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,3,HOFBRAUHAUS SERVICE BAR #1 HOFBRAUHAUS SERVICE BAR 1
PR0012531,HOFBRAUHAUS SERVICE BAR #2,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,0,HOFBRAUHAUS SERVICE BAR #2 HOFBRAUHAUS SERVICE BAR 2
PR0012532,HOFBRAUHAUS GARDE MANGER,HOFBRAUHAUS,4510 S Paradise Rd,36.10759,-115.151161,Las Vegas,89169-7111,A,6,HOFBRAUHAUS GARDE MANGER HOFBRAUHAUS GARDE MANGER
PR0012533,Port of Subs #66,Port of Subs #66,8552 W Lake Mead Blvd 205,36.1989443,-115.2808173,Las Vegas,89128-7630,A,0,Port of Subs #66 Port of Subs 66
PR0012535,Clark County Plaza Concession,Clark County Fairgrounds,1301 Whipple,36.6081317,-114.4701752,Logandale,89021,A,0,Clark County Plaza Concession Clark County Plaza Concession
PR0012536,Clark County Rodeo Concession,Clark County Fairgrounds,1301 Whipple,36.6081317,-114.4701752,Logandale,89021,A,0,Clark County Rodeo Concession Clark County Rodeo Concession
PR0012537,AROMI D'ITALIA CAFE,MIRACLE MILE SHOPS - AROMI D'ITALIA,3663 S Las Vegas Blvd 410,36.1094088,-115.1727107,Las Vegas,89109-1920,A,0,AROMI D'ITALIA CAFE AROMI DITALIA CAFE
PR0012538,Town Center Lounge II - Lounge,Town Center Lounge II,2992 W Cheyenne Ave,36.217727,-115.181036,North Las Vegas,89032-7779,A,3,Town Center Lounge II - Lounge Town Center Lounge II  Lounge
PR0012539,STRINGS ITALIAN RESTAURANT,STRINGS RESTAURANT,2222 E Tropicana Ave,36.1004963,-115.121475,Las Vegas,89119-6573,A,5,STRINGS ITALIAN RESTAURANT STRINGS ITALIAN RESTAURANT
PR0012546,Divine Cafe Bar @ Oasis,Oasis Las Vegas RV Resort,2711 W Windmill Ln,36.042289,-115.178336,Las Vegas,89123-1037,A,3,Divine Cafe Bar @ Oasis Divine Cafe Bar  Oasis
PR0012547,ADVANTAGE WAYPOINT LLC,ADVANTAGE WAY POINT LLC,5525 S Decatur Blvd A106,36.08899,-115.208548,Las Vegas,89118-6246,A,3,ADVANTAGE WAYPOINT LLC ADVANTAGE WAYPOINT LLC
PR0012548,New York Bagel Deli,New York Bagel Deli,840 S Rancho Dr 9A,36.161671,-115.1732582,Las Vegas,89106-3837,A,9,New York Bagel Deli New York Bagel Deli
PR0012550,CHINA GINGER,CHINA GINGER,5035 S Fort Apache Rd 101,36.0960935,-115.2975236,Las Vegas,89148-1742,A,0,CHINA GINGER CHINA GINGER
PR0012551,Cook on Wok #2,Cook on Wok #2,10612 S Eastern Ave,35.998758,-115.10392,Henderson,89052-2981,A,2,Cook on Wok #2 Cook on Wok 2
PR0012552,SWEETS & TREATS,SWEETS AND TREATS,40 COSTA DI LAGO 130,36.1029703,-114.9294567,Henderson,89011,A,9,SWEETS & TREATS SWEETS  TREATS
PR0012554,Americana 2 Ice Cream Truck,Americana 2 Ice Cream - Legacy Ice,2850 E CHARLESTON Dr,36.1269123,-115.1484986,Las Vegas,89169,A,0,Americana 2 Ice Cream Truck Americana 2 Ice Cream Truck
PR0012555,OG VEGAS VIP LOUNGE,OG,1531 S LAS VEGAS,36.1522631,-115.151347,Las Vegas,89104,A,3,OG VEGAS VIP LOUNGE OG VEGAS VIP LOUNGE
PR0012556,OG VEGAS MAIN BAR,OG,1531 S LAS VEGAS,36.1522631,-115.151347,Las Vegas,89104,A,3,OG VEGAS MAIN BAR OG VEGAS MAIN BAR
PR0012557,OG VEGAS SERVICE BAR,OG,1531 S LAS VEGAS,36.1522631,-115.151347,Las Vegas,89104,A,0,OG VEGAS SERVICE BAR OG VEGAS SERVICE BAR
PR0012558,OG VEGAS UPSTAIRS BAR,OG,1531 S LAS VEGAS,36.1522631,-115.151347,Las Vegas,89104,A,3,OG VEGAS UPSTAIRS BAR OG VEGAS UPSTAIRS BAR
PR0012559,OG VEGAS BEER / WATER BAR,OG,1531 S LAS VEGAS,36.1522631,-115.151347,Las Vegas,89104,A,0,OG VEGAS BEER / WATER BAR OG VEGAS BEER  WATER BAR
PR0012565,Blue Moon Resort Continental Breakfast,BLUE MOON RESORT,2651 Westwood Dr,36.1418791,-115.1718145,Las Vegas,89109-1117,A,6,Blue Moon Resort Continental Breakfast Blue Moon Resort Continental Breakfast
PR0012572,China Inn Restaurant,CHINA INN,894 S BOULDER,36.0251688,-114.9655614,Henderson,89015,A,10,China Inn Restaurant China Inn Restaurant
PR0012576,Rocky Mountain Chocolate - Sales,LV Outlet Center - Rocky Mountain,7400 Las Vegas Blvd,36.055002,-115.169569,Las Vegas,89123-1000,A,6,Rocky Mountain Chocolate - Sales Rocky Mountain Chocolate  Sales
PR0012577,Go Raw Cafe,Go Raw Cafe,2910 Lake East Dr,36.139265,-115.284016,Las Vegas,89117-2203,A,0,Go Raw Cafe Go Raw Cafe
PR0012580,Go Raw Cafe,Go Raw Cafe,2381 E Windmill Ln,36.04218,-115.119013,Las Vegas,89123-2068,A,3,Go Raw Cafe Go Raw Cafe
PR0012581,Wildfire Casino Rancho Bar,Wildfire Casino Rancho,1901 N Rancho Dr,36.193937,-115.191902,Las Vegas,89106-1024,A,6,Wildfire Casino Rancho Bar Wildfire Casino Rancho Bar
PR0012582,Crowbar Lounge,Crowbar,1113 S Rainbow Blvd,36.157997,-115.244415,Las Vegas,89146-1002,A,0,Crowbar Lounge Crowbar Lounge
PR0012583,Crowbar Kitchen,Crowbar,1113 S Rainbow Blvd,36.157997,-115.244415,Las Vegas,89146-1002,A,8,Crowbar Kitchen Crowbar Kitchen
PR0012593,LICK WAREWASH,MANDALAY PLACE - LICK,3930 S Las Vegas Blvd,36.0912409,-115.1740769,Las Vegas,89119-1010,A,0,LICK WAREWASH LICK WAREWASH
PR0012608,INDIAN SPRINGS GENERAL STORE II - SHELL - SNACK BAR,INDIAN SPRINGS GENERAL STORE II - SHELL,148 MacFarland Ave,36.5717396,-115.6704085,Indian Springs,89018,A,0,INDIAN SPRINGS GENERAL STORE II - SHELL - SNACK BAR INDIAN SPRINGS GENERAL STORE II  SHELL  SNACK BAR
PR0012611,RIVERSIDE- Cinnabon,PIZZA HUT @ RIVERSIDE CASINO,1650 S Casino Dr,35.1673428,-114.5717361,Laughlin,89029-1512,A,3,RIVERSIDE- Cinnabon RIVERSIDE Cinnabon
PR0012612,PIZZA HUT @ RIVERSIDE,PIZZA HUT @ RIVERSIDE CASINO,1650 S Casino Dr,35.1673428,-114.5717361,Laughlin,89029-1512,A,3,PIZZA HUT @ RIVERSIDE PIZZA HUT  RIVERSIDE
PR0012613,RIVERSIDE- Dreyer's Ice Cream,PIZZA HUT @ RIVERSIDE CASINO,1650 S Casino Dr,35.1673428,-114.5717361,Laughlin,89029-1512,A,6,RIVERSIDE- Dreyer's Ice Cream RIVERSIDE Dreyers Ice Cream
PR0012616,Whole Foods Market Prep Kitchen,Whole Foods Market,8855 W Charleston Blvd,36.1578036,-115.2884249,Las Vegas,89117-5455,A,0,Whole Foods Market Prep Kitchen Whole Foods Market Prep Kitchen
PR0012620,Whole Foods Market Juice Bar - Bakery,Whole Foods Market,8855 W Charleston Blvd,36.1578036,-115.2884249,Las Vegas,89117-5455,A,9,Whole Foods Market Juice Bar - Bakery Whole Foods Market Juice Bar  Bakery
PR0012621,Whole Foods Market Buffet,Whole Foods Market,8855 W Charleston Blvd,36.1578036,-115.2884249,Las Vegas,89117-5455,A,0,Whole Foods Market Buffet Whole Foods Market Buffet
PR0012626,KJ Kitchen Chinese Cuisine,KJ Kitchen Chinese Cuisine,5960 Spring Mountain Rd,36.1255283,-115.2234768,Las Vegas,89146-8847,A,0,KJ Kitchen Chinese Cuisine KJ Kitchen Chinese Cuisine
PR0012628,HILTON GARDEN LV SOUTH RESTAURANT,HILTON GARDEN INN LAS VEGAS STRIP SOUTH,7830 S Las Vegas Blvd,36.0472662,-115.1709442,Las Vegas,89123-1012,A,9,HILTON GARDEN LV SOUTH RESTAURANT HILTON GARDEN LV SOUTH RESTAURANT
PR0012629,HILTON GARDEN LV SOUTH BAR,HILTON GARDEN INN LAS VEGAS STRIP SOUTH,7830 S Las Vegas Blvd,36.0472662,-115.1709442,Las Vegas,89123-1012,A,0,HILTON GARDEN LV SOUTH BAR HILTON GARDEN LV SOUTH BAR
PR0012657,Panera Bread Restaurant,Panera Bread,605 Mall Ring Cir,36.064902,-115.039365,Henderson,89014-8616,A,6,Panera Bread Restaurant Panera Bread Restaurant
PR0012658,Tiffany's Pies & Sub,Tiffanys Pies & Subs,1925 W Whipple,36.6080628,-114.4849722,Logandale,89021,A,3,Tiffany's Pies & Sub Tiffanys Pies  Sub
PR0012663,MR EATZ,MR EATZ,6386 W Lake Mead Blvd,36.1959185,-115.2326599,Las Vegas,89108-2645,A,0,MR EATZ MR EATZ
PR0012668,KRAVE MAIN BAR DELETE 11 20 12,MIRACLE MILE SHOPS - KRAVE,3663 S Las Vegas Blvd 600,36.1094088,-115.1727107,Las Vegas,89109-1920,A,4,KRAVE MAIN BAR DELETE 11 20 12 KRAVE MAIN BAR DELETE 11 20 12
PR0012669,KRAVE CAFE BAR  DELETE 11 20 12,MIRACLE MILE SHOPS - KRAVE,3663 S Las Vegas Blvd 600,36.1094088,-115.1727107,Las Vegas,89109-1920,A,7,KRAVE CAFE BAR  DELETE 11 20 12 KRAVE CAFE BAR  DELETE 11 20 12
PR0012670,KRAVE SATELLITE BAR  DELETE 11 20 12,MIRACLE MILE SHOPS - KRAVE,3663 S Las Vegas Blvd 600,36.1094088,-115.1727107,Las Vegas,89109-1920,A,0,KRAVE SATELLITE BAR  DELETE 11 20 12 KRAVE SATELLITE BAR  DELETE 11 20 12
PR0012673,Freakin Frog Beer & Wine,Freakin Frog Beer & Wine,4700 S Maryland Pkwy,36.103953,-115.136215,Las Vegas,89119-7660,A,3,Freakin Frog Beer & Wine Freakin Frog Beer  Wine
PR0012674,Freakin Frog Beer & Wine Cafe,Freakin Frog Beer & Wine,4700 S Maryland Pkwy,36.103953,-115.136215,Las Vegas,89119-7660,A,6,Freakin Frog Beer & Wine Cafe Freakin Frog Beer  Wine Cafe
PR0012675,Freakin Frog - WHISKY ATTIC,Freakin Frog Beer & Wine,4700 S Maryland Pkwy,36.103953,-115.136215,Las Vegas,89119-7660,A,0,Freakin Frog - WHISKY ATTIC Freakin Frog  WHISKY ATTIC
PR0012680,Church's Chicken #8616,Churchs Chicken #8616,4800 E Flamingo Rd,36.1151852,-115.0691677,Las Vegas,89121-4708,A,3,Church's Chicken #8616 Churchs Chicken 8616
PR0012685,VILLA PIZZA,Santa Fe Station,4949 N Rancho Dr,36.249104,-115.24159,Las Vegas,89130-3505,A,8,VILLA PIZZA VILLA PIZZA
PR0012691,NESTLE TOLLHOUSE CAFE,MIRACLE MILE SHOPS - NESTLE TOLLHOUSE CAFE,3663 S Las Vegas Blvd,36.1094088,-115.1727107,Las Vegas,89109-1920,A,6,NESTLE TOLLHOUSE CAFE NESTLE TOLLHOUSE CAFE
PR0012694,Epicurean Catering,Epicurean Catering,4650 W Post Rd,36.0761785,-115.2043321,Las Vegas,89118-4343,A,0,Epicurean Catering Epicurean Catering
PR0012695,Epicurian Kitchen,Epicurean Catering,4650 W Post Rd,36.076111,-115.204498,Las Vegas,89118-4343,A,0,Epicurian Kitchen Epicurian Kitchen
PR0012696,Epicurean Catering Prep #1,Epicurean Catering,4650 W Post Rd,36.0761785,-115.2043321,Las Vegas,89118-4343,A,3,Epicurean Catering Prep #1 Epicurean Catering Prep 1
PR0012703,Raspados Los Pinguinos / Las Gordita,Raspados Los Pinguinos/Las Gordita (Rainbow),2300 N Rainbow Blvd,36.2033556,-115.2422252,Las Vegas,89108-7350,B,18,Raspados Los Pinguinos / Las Gordita Raspados Los Pinguinos  Las Gordita
PR0012704,BIRRIERIA NO TE RAJES JALISCO,BIRRIERIA NO TE RAJES JALISCO,2425 N Las Vegas Blvd 101,36.2038626,-115.1171989,North Las Vegas,89030-5854,A,3,BIRRIERIA NO TE RAJES JALISCO BIRRIERIA NO TE RAJES JALISCO
PR0012705,Raspados Los Pinguinos,Raspados Los Pinguinos (Pecos),939 N Pecos Rd,36.1815041,-115.0982939,Las Vegas,89101-2415,A,0,Raspados Los Pinguinos Raspados Los Pinguinos
PR0012706,JIN MEE RESTAURANT,JIN MEE COMMERCIAL CENTER,953 E Sahara Ave E9,36.143672,-115.1409598,Las Vegas,89104-3005,A,0,JIN MEE RESTAURANT JIN MEE RESTAURANT
PR0012707,JIN MEE BAR,JIN MEE COMMERCIAL CENTER,953 E Sahara Ave E9,36.143672,-115.1409598,Las Vegas,89104-3005,A,9,JIN MEE BAR JIN MEE BAR
PR0012709,Original Pancake House,Green Valley - Original Pancake,2300 Paseo Verde Pkwy,36.0215963,-115.0912714,Henderson,89052-2672,A,10,Original Pancake House Original Pancake House
PR0012710,Original Pancake House - Bar,Green Valley - Original Pancake,2300 Paseo Verde Pkwy,36.0215963,-115.0912714,Henderson,89052-2672,A,8,Original Pancake House - Bar Original Pancake House  Bar
PR0012711,GOLDEN STEER RESTAURANT,GOLDEN STEER RESTAURANT & LOUNGE,308 W Sahara Ave,36.14411,-115.161508,Las Vegas,89102-5010,A,8,GOLDEN STEER RESTAURANT GOLDEN STEER RESTAURANT
PR0012712,GOLDEN STEER LOUNGE,GOLDEN STEER RESTAURANT & LOUNGE,308 W Sahara Ave,36.14411,-115.161508,Las Vegas,89102-5010,A,9,GOLDEN STEER LOUNGE GOLDEN STEER LOUNGE
PR0012720,Subway #15689,Subway,2620 N Green Valley Pkwy,36.069058,-115.082177,Henderson,89014-2112,A,6,Subway #15689 Subway 15689
PR0012721,Air Gourmet / Gourmet Celebrations,Valley View Pointe,4330 S Valley View Blvd 100,36.1115619,-115.1898506,Las Vegas,89103-4050,A,3,Air Gourmet / Gourmet Celebrations Air Gourmet  Gourmet Celebrations
PR0012722,MARKET TEA ROOM,Market Tea Room,6665 S Eastern Ave,36.068469,-115.118765,Las Vegas,89119-3915,C,25,MARKET TEA ROOM MARKET TEA ROOM
PR0012729,Cornerstone Christian Dvlp Kitchen,Cornerstone Christian Dvlp Center,5825 Eldora Ave,36.1398972,-115.2219462,Las Vegas,89146-5313,A,0,Cornerstone Christian Dvlp Kitchen Cornerstone Christian Dvlp Kitchen
PR0012730,Felipito's Mexican Food,City Stop,5095 S Decatur Blvd,36.09741,-115.208124,Las Vegas,89118-4974,A,9,Felipito's Mexican Food Felipitos Mexican Food
PR0012731,Chicago Dogs,Chicago Dogs - Napoli Plaza,2055 E Tropicana Ave 11,36.100336,-115.125135,Las Vegas,89119-6585,A,6,Chicago Dogs Chicago Dogs
PR0012737,Little Caesars Pizza,Little Caesars Pizza,118 E Lake Mead Pkwy,36.0397413,-114.9804469,Henderson,89015-5533,A,3,Little Caesars Pizza Little Caesars Pizza
PR0012745,Village Pub Restaurant - Airport,Village Pub & Casino - Airport,2301 E Sunset Rd,36.071444,-115.120367,Las Vegas,89119-4933,A,8,Village Pub Restaurant - Airport Village Pub Restaurant  Airport
PR0012746,Village Pub Lounge - Airport,Village Pub & Casino - Airport,2301 E Sunset Rd,36.071444,-115.120367,Las Vegas,89119-4933,A,3,Village Pub Lounge - Airport Village Pub Lounge  Airport
PR0012748,Oasis Resort Convention Center Kitchen,OASIS RESORT,897 W Mesquite Blvd,36.8039327,-114.0976229,Mesquite,89027-5203,A,2,Oasis Resort Convention Center Kitchen Oasis Resort Convention Center Kitchen
PR0012753,SEAN PATRICK'S 554 - BAR,SEAN PATRICKS 554,3290 W Ann Rd,36.2618847,-115.1841124,North Las Vegas,89031,A,0,SEAN PATRICK'S 554 - BAR SEAN PATRICKS 554  BAR
PR0012754,SEAN PATRICK'S 554 - RESTAURANT,SEAN PATRICKS 554,3290 W Ann Rd,36.2618847,-115.1841124,North Las Vegas,89031,A,5,SEAN PATRICK'S 554 - RESTAURANT SEAN PATRICKS 554  RESTAURANT
PR0012757,Paddys Pub,Paddys Pub & Eatery,4180 S Pecos Rd,36.113562,-115.100679,Las Vegas,89121-5074,A,3,Paddys Pub Paddys Pub
PR0012758,Paddys Eatery,Paddys Pub & Eatery,4180 S Pecos Rd,36.113562,-115.100679,Las Vegas,89121-5074,A,8,Paddys Eatery Paddys Eatery
PR0012767,24 Hour Fitness Smoothie Bar,24 Hour Fitness #228,2090 Village Center Cir,36.1894255,-115.3052355,Las Vegas,89134-6250,A,3,24 Hour Fitness Smoothie Bar 24 Hour Fitness Smoothie Bar
PR0012772,CHEESEBURGER LV RESTAURANT,MIRACLE MILE SHOPS - CHEESEBURGER LAS VEGAS,3663 S Las Vegas Blvd 350,36.1094088,-115.1727107,Las Vegas,89109-1920,A,5,CHEESEBURGER LV RESTAURANT CHEESEBURGER LV RESTAURANT
PR0012773,CHEESEBURGER LV BAR,MIRACLE MILE SHOPS - CHEESEBURGER LAS VEGAS,3663 S Las Vegas Blvd 350,36.1094088,-115.1727107,Las Vegas,89109-1920,A,3,CHEESEBURGER LV BAR CHEESEBURGER LV BAR
PR0012774,China Joe's #1,China Joe's #1,6126 W Lake Mead Blvd,36.195814,-115.224801,Las Vegas,89108-2659,A,3,China Joe's #1 China Joes 1
PR0012777,Laker Plaza Deli,Laker Plaza,2310 E Lake Mead Pkwy,36.086376,-114.917176,Henderson,89015-3003,A,0,Laker Plaza Deli Laker Plaza Deli
PR0012787,Coffee Bean & Tea Leaf C3 T1,COFFEE BEAN & TEA LEAF @ MCCARRAN T3,5757 Wayne Newton Blvd,36.0849963,-115.1511364,Las Vegas,89111-5000,A,3,Coffee Bean & Tea Leaf C3 T1 Coffee Bean  Tea Leaf C3 T1
PR0012788,Coffee Bean & Tea Leaf C25 T1,COFFEE BEAN & TEA LEAF @ MCCARRAN T3,5757 Wayne Newton Blvd,36.0849963,-115.1511364,Las Vegas,89111-5000,A,6,Coffee Bean & Tea Leaf C25 T1 Coffee Bean  Tea Leaf C25 T1
PR0012789,SUNCOAST SALVATORE'S ITALIAN STEAKHOUSE,Suncoast Hotel - Salvatore's,9090 Alta Dr,36.1691108,-115.2913032,Las Vegas,89145-8508,A,9,SUNCOAST SALVATORE'S ITALIAN STEAKHOUSE SUNCOAST SALVATORES ITALIAN STEAKHOUSE
PR0012790,SUNCOAST SALVATORE'S SERVICE BAR,Suncoast Hotel - Salvatore's,9090 Alta Dr,36.1691108,-115.2913032,Las Vegas,89145-8508,A,3,SUNCOAST SALVATORE'S SERVICE BAR SUNCOAST SALVATORES SERVICE BAR
PR0012800,COFFEE BEAN & TEA LEAF #6007,VENETIAN - COFFEE BEAN & TEA LEAF #6007,3355 S Las Vegas Blvd,36.1226902,-115.1701939,Las Vegas,89109-8941,A,3,COFFEE BEAN & TEA LEAF #6007 COFFEE BEAN  TEA LEAF 6007
PR0012801,COFFEE BEAN & TEA LEAF #6008,VENETIAN - THE COFFEE BEAN AND TEA LEAF,3377 S Las Vegas Blvd,36.1218632,-115.1696491,Las Vegas,89109-8941,A,8,COFFEE BEAN & TEA LEAF #6008 COFFEE BEAN  TEA LEAF 6008
